sinonom_char,am_han_viet,all_readings
厎,chi,chi chỉ để
厓,day,day nhai
厔,chái,chái chất
厕,xí,xí
厖,bàng,bàng mang
厘,li,li hi ly triền
厙,xá,xá
厚,hậu,hậu
厛,sảnh,sảnh
厝,xó,xó thác thố
原,nguyên,nguyên nguyện
厠,lịch,lịch trắc xí
厡,nguyên,nguyên
厢,rương,rương
厣,áp,áp
厤,lịch,lịch
厥,quyết,quyết
厦,hạ,hạ hè
厨,trù,trù chù
厩,cứu,cứu
厪,cần,cần cận
厫,ngao,ngao
厭,ướm,ướm yêm yếm yểm áp ấp
厮,tư,tư
厰,xưởng,xưởng
厲,lẹ,lẹ lại lệ
厳,nghiêm,nghiêm
厴,áp,áp
厵,nguyên,nguyên
厶,khư,khư mỗ
厷,hòanh,hòanh quăng
厺,khứ,khứ
去,khứ,khứ khu khử
县,huyện,huyện
叀,chuyên,chuyên
叁,tam,tam
参,sam,sam sâm tam tham xam
參,tham,tham sâm tam tảm xam
叅,tham,tham xam
叆,ái,ái
叇,đãi,đãi
又,hựu,hựu lại hữu
叉,xoa,xoa thoa
及,cập,cập
友,hữu,hữu
双,song,song
反,phản,phản phiên phiến
収,thâu,thâu thu
发,phát,phát
叒,nhược,nhược
叓,lại,lại sự
叔,thúc,thúc
叕,chuyết,chuyết
取,thủ,thủ tụ
受,thụ,thụ thâu thọ
变,biến,biến
叙,tự,tự
叚,giá,giá giả
叛,bạn,bạn phán
叜,đàm,đàm
叝,cáo,cáo cấp cốc
叟,sưu,sưu tẩu
叠,điệp,điệp
叡,duệ,duệ
叢,tùng,tùng
口,khẩu,khẩu miệng
古,cổ,cổ
句,câu,câu cú cấu
另,lánh,lánh
叧,lánh,lánh quả
叨,thao,thao đao
叩,khấu,khấu
只,chỉ,chỉ chích
叫,khiếu,khiếu
召,chịu,chịu chiêu thiệu triệu
叭,bớt,bớt bá
叮,đinh,đinh
可,khả,khả khắc
台,thai,thai di đài
叱,sứt,sứt sất
史,sử,sử
右,hữu,hữu
叵,phả,phả
叶,diệp,diệp hiệp
号,hiệu,hiệu hào
司,ti,ti ty tư
叹,han,han
叻,sựt,sựt
叽,cơ,cơ
吀,xiên,xiên
吁,hu,hu dụ hủ
吃,khật,khật cật ngật
各,các,các
合,hợp,hợp cáp hiệp hạp
吉,cát,cát
吊,điếu,điếu
吋,thốn,thốn đẩu
同,đồng,đồng
名,danh,danh
后,hậu,hậu hấu
吏,lại,lại
吐,thổ,thổ
向,hướng,hướng hưởng
吒,cha,cha tra trá
吓,hách,hách hạ nha
吔,dã,dã
吕,lã,lã
吗,mửa,mửa
吘,ngỏ,ngỏ
吚,y,y
君,quân,quân
吝,lận,lận
吞,thôn,thôn
吟,ngâm,ngâm
吠,phệ,phệ
吡,phỉ,phỉ tật
吣,tăm,tăm
否,bĩ,bĩ bỉ phầu phủ
吧,và,và ba
吨,đồn,đồn đốn
吩,phàn,phàn phân
吪,hóe,hóe ngoa hoé
含,hàm,hàm hám
听,thính,thính dẫn ngân
吭,hàng,hàng hạng khang
吮,duyện,duyện
启,khải,khải khể khởi
吱,chê,chê chi khi tư
吲,dặn,dặn
吳,ngô,ngô
吴,ngô,ngô
吵,sảo,sảo sao
吶,niệt,niệt nột nói
吸,cộp,cộp hấp
吹,xuy,xuy xúy
吻,vẫn,vẫn
吼,hống,hống
吽,hống,hống hồng ngâu ngầu oanh ẩu
吾,ngo,ngo ngô
吿,cáo,cáo
呀,nhá,nhá a nha
呂,lã,lã lữ
呃,nhách,nhách ách
呆,ngốc,ngốc bảo ngai
呈,trình,trình
呉,ngô,ngô
告,cáo,cáo cốc
呌,khiếu,khiếu
呍,ẩu,ẩu hồng ngâu oanh
呎,xếch,xếch xích
呏,thăng,thăng
呐,nói,nói
呑,thôn,thôn
呒,mô,mô
呓,nghệ,nghệ
呕,hú,hú âu ẩu
呖,rích,rích
呗,bái,bái
员,viên,viên
呙,oà,oà
呛,sang,sang
呜,ô,ô
呞,te,te
呠,bỏm,bỏm
呡,răn,răn
呢,nài,nài ni nỉ
呤,gầm,gầm
呥,nhẻm,nhẻm
呦,ạo,ạo u
呧,để,để
周,chu,chu châu
呪,chú,chú
呫,chím,chím chiếp thiếp triệp triệt xiếp
呬,hi,hi hứ linh
呭,thé,thé duệ
呮,khí,khí kì kịch kỳ xí
呰,tử,tử
呱,oa,oa cô
味,vị,vị
呴,gâu,gâu câu cấu ha hu hú hấu hống hứa
呵,ha,ha a
呶,nao,nao
呷,hạp,hạp
呸,bậy,bậy
呻,hạp,hạp thân
呼,hô,hô hao há
命,mệnh,mệnh
呿,khứa,khứa khư
咀,thở,thở chủy trớ tư tứ tữ
咁,căm,căm cám hàm
咂,táp,táp
咄,xót,xót đóat đốt
咅,phôi,phôi phủ
咆,bàu,bàu bào
咈,phớt,phớt phất phật
咉,ương,ương
咊,hòa,hòa hoà
咋,chạ,chạ trá trách
和,hòa,hòa họa hồ hoà
咍,hay,hay hai hải
咎,cao,cao cữu
咏,vẳng,vẳng vịnh
咐,phó,phó phù
咒,chú,chú
咕,cô,cô
咖,ca,ca gia già
咘,bú,bú
咙,lùng,lùng
咚,giọng,giọng
咛,ninh,ninh
咠,nghiện,nghiện thấp
咡,nhị,nhị
咢,ngạc,ngạc
咣,quàng,quàng
咤,sá,sá trá cha
咥,chối,chối hí hý điệt
咦,di,di
咧,lác,lác liệt lệ
咨,tư,tư
咩,mị,mị
咪,mễ,mễ mị
咫,chỉ,chỉ
咬,rao,rao giao giảo yêu
咭,gắt,gắt cật khiết kê
咮,chau,chau chu trụ
咯,khạc,khạc cách khách lạc
咱,cha,cha gia ta
咲,tiếu,tiếu
咳,cay,cay hài khái
咷,trệu,trệu đào
咸,giảm,giảm hàm hám
咹,ăn,ăn
咺,huyến,huyến tuyên tuyển
咻,hiu,hiu hú hưu hủ
咼,òa,òa oa oai qua quai oà
咽,nhằn,nhằn yên yến yết ân ế
咾,láo,láo
咿,y,y
哀,ai,ai
品,phẩm,phẩm
哂,sẩn,sẩn dặn
哃,đùng,đùng
哄,họng,họng hống
哆,đớ,đớ sỉ xỉ đá
哇,òa,òa oa oà
哈,hóp,hóp cáp ha hà
哉,tai,tai
响,hưởng,hưởng
哎,ai,ai ngải
哏,gắn,gắn
哑,a,a
哒,đặt,đặt
哓,nghêu,nghêu
哔,tất,tất
哕,oẹ,oẹ
哗,hoa,hoa
哙,gọi,gọi
哜,giai,giai
哝,nũng,nũng
哟,yêu,yêu
員,viên,viên vân
哢,trộng,trộng lộng
哣,nhạu,nhạu
哥,ca,ca
哦,nga,nga
哨,sáo,sáo tiêu tiếu
哩,ly,ly lí lý
哪,ná,ná na nả
哬,hà,hà
哭,khóc,khóc khốc
哮,hao,hao
哰,rao,rao
哱,buột,buột
哲,triết,triết
哳,chít,chít
哴,lượng,lượng
哶,mã,mã
哺,phô,phô bu bô bộ
哼,hanh,hanh
哽,ngạnh,ngạnh
哿,cả,cả gia khả
唀,dụ,dụ
唁,ngon,ngon nghiễn ngạn
唄,bái,bái bại bối
唅,hầm,hầm ham hàm hám
唆,toa,toa
唇,thần,thần chấn
唈,ọap,ọap ấp oạp
唉,hãy,hãy ai
唊,giáp,giáp
唋,dứ,dứ
唎,lời,lời lợi
唏,hơi,hơi hi hy hý
唐,đường,đường
唑,dọa,dọa doạ
唒,dẫu,dẫu
唔,mô,mô ngô ân
唖,á,á ách nha
唚,tăm,tăm
唠,lao,lao
唢,tỏa,tỏa
唤,hoán,hoán
唩,uẩy,uẩy
唪,phủng,phủng
唫,câm,câm cấm cẩm ngâm
唬,hao,hao
唭,cười,cười
售,thụ,thụ
唯,dõi,dõi duy dụy
唱,xướng,xướng
唲,nhè,nhè nhi oa
唳,lệ,lệ
唵,án,án úm ảm
唶,tuếch,tuếch giới trách tá tắc
唷,dóc,dóc
唸,nếm,nếm niệm điếm
唹,ớ,ớ dục
唻,lải,lải
唼,thép,thép thiếp xiếp xiệp
唾,thóa,thóa thoá
唿,hót,hót
啀,nhai,nhai
啁,chu,chu chù triêu trào trù
啂,nhổ,nhổ
啃,khẩn,khẩn
啄,trốc,trốc trác trụ
啅,chạc,chạc trác
商,thương,thương
啇,đích,đích
啉,lăm,lăm lam lâm
啊,à,à a á
啌,hòng,hòng
啍,ngôn,ngôn thôn truân đồn
啎,ngỗ,ngỗ
問,vấn,vấn
啐,chót,chót ngạt thối tát tối
啒,quắt,quắt
啓,khải,khải khởi
啕,trệu,trệu
啖,đạm,đạm thào
啗,đạm,đạm thào
啛,xê,xê
啜,xúyt,xúyt xuyết xuýt
啞,a,a nha nhạ á ách
啟,khải,khải
啠,triết,triết
啡,phi,phi phê phôi phỉ
啣,hàm,hàm
啤,bì,bì ti ty tỳ
啦,lạp,lạp
啧,sách,sách
啨,xênh,xênh
啩,quấy,quấy
啫,gia,gia
啬,sắc,sắc
啭,chuyển,chuyển
啮,giảo,giảo
啰,la,la
啱,nhàm,nhàm
啴,siển,siển
啷,lắng,lắng
啸,khiếu,khiếu
啺,dể,dể
啻,sí,sí thí thỉ xí
啼,đề,đề
啽,ngàm,ngàm
啾,thu,thu tưu
啿,thầm,thầm
喀,ca,ca khách
喁,ngụm,ngụm ngu ngung vu
喂,ỏi,ỏi uy úy ủy
喃,nôm,nôm nam
善,thiện,thiện thiến
喆,triết,triết đề
喇,lạt,lạt
喈,dê,dê giai
喉,hầu,hầu
喊,hám,hám hảm
喋,nhịp,nhịp điệp
喍,rầy,rầy
喎,oa,oa oai
喏,nhạ,nhạ nặc
喐,uất,uất
喑,ầm,ầm âm ấm
喒,cha,cha gia ta tàm
喓,eo,eo yêu
喔,ộc,ộc ác ốc
喘,suyễn,suyễn
喙,huế,huế uế
喚,hóan,hóan hoán
喜,hỉ,hỉ hi hí hý hỷ
喝,hát,hát hạt ái ới
喞,tức,tức
喟,vị,vị
喠,gióng,gióng
喡,vầy,vầy
喣,hú,hú
喤,hòang,hòang
喥,dạc,dạc
喦,nham,nham
喧,huyên,huyên
喨,lượng,lượng
喩,dụ,dụ
喪,tang,tang táng
喫,khịt,khịt khiết
喬,kiêu,kiêu kiều
喭,ngán,ngán ngạn
單,đơn,đơn thiền thiện đan đạn
喯,buông,buông
喰,san,san sôn tôn xan
喲,yêu,yêu ước
喵,mếu,mếu
営,dinh,dinh doanh
喷,phún,phún
喻,dụ,dụ
喽,làu,làu
喾,khốc,khốc
喿,táo,táo tháo
嗁,đề,đề
嗃,gào,gào hao háo hạc
嗄,a,a chới hạ sá
嗅,khứu,khứu
嗆,sang,sang thương
嗇,sắc,sắc
嗉,nhố,nhố tố
嗌,ác,ác ách ái ích ải
嗎,mửa,mửa ma mạ
嗑,hạp,hạp
嗒,tháp,tháp đáp
嗓,tảng,tảng
嗔,xin,xin sân điền
嗕,nhóc,nhóc
嗗,cút,cút
嗙,bàng,bàng
嗚,ô,ô
嗛,khem,khem hiềm hàm khiêm khiếp khiểm
嗜,thị,thị
嗝,cách,cách
嗞,chi,chi tư
嗟,ta,ta
嗡,óng,óng
嗢,ồn,ồn miệt ốt
嗣,tự,tự
嗤,si,si xi xuy
嗥,hào,hào
嗩,tỏa,tỏa
嗫,chiếp,chiếp
嗳,áy,áy
嗶,tất,tất
嗷,ngao,ngao ngạo
嗹,liến,liến liên
嗻,xử,xử
嗽,thấu,thấu tốc
嗾,thốc,thốc tẩu
嗿,thám,thám
嘅,khái,khái
嘆,han,han thán
嘇,thấm,thấm
嘈,tào,tào
嘉,gia,gia
嘊,nhai,nhai
嘍,làu,làu lâu
嘎,ca,ca dát kiết
嘏,hỗ,hỗ
嘐,giao,giao hao
嘑,hô,hô hố
嘒,huế,huế uế
嘔,hu,hu hú âu ẩu
嘖,sách,sách trách
嘗,thường,thường
嘘,hư,hư hờ
嘛,ma,ma
嘤,inh,inh
嘨,khiếu,khiếu sất tiêu
嘩,hoa,hoa
嘫,nhỏen,nhỏen nhoẻn
嘬,chối,chối sóai tóat
嘮,lao,lao
嘯,khiếu,khiếu sất tiêu
嘰,cơ,cơ ki ky kỷ
嘱,chúc,chúc
嘲,trào,trào
嘴,chủy,chủy thở
嘵,nghêu,nghêu hiêu
嘶,tê,tê tư
嘷,hào,hào
嘸,mô,mô phủ
嘹,rêu,rêu liệu
嘺,ghẹo,ghẹo
嘻,hi,hi hy
嘽,siển,siển than xiển
嘿,hắc,hắc mặc
噀,sún,sún tuyển tốn tổn
噁,ạc,ạc ác ố
噂,ton,ton tổn tỗn
噅,vay,vay
噆,thản,thản
噉,hám,hám đạm thào
噋,xôn,xôn chuân ngôn thôn truân
噌,tăng,tăng
噍,tiêu,tiêu tiếu tưu
噎,ế,ế
噏,hấp,hấp
噐,khí,khí
噑,hào,hào
噒,rên,rên
噓,hờ,hờ hư
噔,đằng,đằng đăng
噙,gầm,gầm
噛,giảo,giảo
噜,rủa,rủa
噞,thèm,thèm nghiệm
噠,đặt,đặt đát
噡,thèm,thèm
噢,úc,úc ẩu ủ
噤,gặm,gặm cấm
噥,nũng,nũng
噦,ọe,ọe hối uyết uế oẹ
器,khí,khí
噩,ngạc,ngạc
噪,tháo,tháo táo
噫,y,y ái ý ức
噬,phè,phè phệ
噭,khiếu,khiếu kiêu tiếu
噯,áy,áy ai ái ải
噱,cược,cược
噲,gọi,gọi hồi khóai
噴,phún,phún phôn
噶,gắt,gắt cát
噷,hăm,hăm
噸,đốn,đốn đồn
噹,đang,đang
嚀,ninh,ninh
嚂,giạm,giạm
嚄,quác,quác hóat họach
嚅,nheo,nheo nhu
嚆,hao,hao
嚇,hách,hách
嚈,ướm,ướm áp
嚉,dối,dối
嚊,hi,hi hứ khứu linh
嚋,trù,trù
嚌,giai,giai tế tễ
嚎,hào,hào
嚏,sí,sí đế
嚓,xát,xát
嚔,đế,đế sí
嚕,rủa,rủa lỗ rô
嚙,giảo,giảo khiết ngão
嚚,ngân,ngân
嚛,nháo,nháo
嚜,mút,mút
嚞,triết,triết
嚠,lưu,lưu
嚢,nang,nang
嚣,hiu,hiu
嚥,yên,yên yến yết nhằn
嚦,rích,rích lịch
嚧,lơ,lơ
嚨,lùng,lùng lung
嚩,phược,phược phạ phạm
嚬,tần,tần
嚭,bĩ,bĩ dĩ phỉ
嚮,hướng,hướng hưởng
嚯,óac,óac oác
嚲,đả,đả
嚳,khốc,khốc
嚴,nghiêm,nghiêm
嚵,thèm,thèm
嚶,inh,inh anh
嚷,nhương,nhương nhưỡng nhượng
嚼,tước,tước
嚾,hoan,hoan
囀,chuyển,chuyển
囁,chiếp,chiếp nhiếp
囂,hiu,hiu hiêu
囃,trá,trá trách
囄,le,le
囅,sản,sản xiên xiển
囈,nghệ,nghệ
囉,la,la
囊,nang,nang
囋,tán,tán
囌,tô,tô
囍,hỉ,hỉ song
囏,gian,gian
囑,chúc,chúc
囒,rợn,rợn
囓,khiết,khiết ngão niết
囕,trộm,trộm
囗,vi,vi vy
囘,hối,hối hồi
囚,tù,tù
四,tứ,tứ
囝,cưỡng,cưỡng kiển nam nga nguyệt niên niếp tể
回,hồi,hồi hối
囟,tín,tín hãnh
因,nhân,nhân
囡,nam,nam niếp
团,đoàn,đoàn
団,đòan,đòan
囤,đồn,đồn độn
囧,qúynh,qúynh
囪,song,song
囫,hốt,hốt
囬,hồi,hồi
园,vườn,vườn ngoan viên
囮,ngoa,ngoa
囯,quốc,quốc
困,khốn,khốn
囱,song,song thông
囲,vy,vy
図,đồ,đồ
围,vè,vè
囵,luân,luân
囶,quốc,quốc
囷,khuân,khuân
囹,linh,linh
固,cố,cố
囻,quốc,quốc
国,quốc,quốc
图,đồ,đồ
囿,hữu,hữu hựu
圀,quốc,quốc
圂,họan,họan hỗn hộn
圃,bo,bo phố
圄,ngữ,ngữ
圅,hòm,hòm
圆,viên,viên
圇,luân,luân
圈,khuyên,khuyên quyển
圉,ngữ,ngữ ngự
圊,thanh,thanh
國,quốc,quốc nước
圌,chùy,chùy thuyên thùy đòan
圍,vè,vè vi vy
圏,khuyên,khuyên quyển
園,viên,viên
圓,viên,viên
圕,thoan,thoan đồ thư quán
圖,đồ,đồ
團,đòan,đòan đoàn
圛,dịch,dịch
圜,hòan,hòan viên
圝,loan,loan
圞,loan,loan
土,thổ,thổ đỗ độ đất
圢,đinh,đinh
圣,thánh,thánh khốt
圧,áp,áp yểm yếp
在,tại,tại
圩,vò,vò vu
圬,hũ,hũ ô
圭,quê,quê khuê
圮,dãy,dãy bĩ
圯,dãy,dãy di
地,địa,địa
圳,quyến,quyến
圹,khoảng,khoảng
场,trường,trường
圻,kì,kì kỳ ngân
圾,ngập,ngập sắc
址,xởi,xởi chỉ
坂,phẳng,phẳng bản phản
坆,phần,phần
均,quân,quân vận
坊,phường,phường phòng
坋,phân,phân
坌,bộn,bộn phần phân
坍,than,than
坎,khảm,khảm
坏,họai,họai bôi bùi hòai khôi nhưỡng phôi hoại
坐,tọa,tọa toà
坑,ganh,ganh khanh
坒,bệ,bệ
块,khối,khối
坚,kiên,kiên
坛,đàn,đàn
坜,gạch,gạch
坝,bá,bá
坞,ổ,ổ
坟,vun,vun
坠,truỵ,truỵ
坡,pha,pha ba
坤,khôn,khôn
坦,đất,đất thản
坧,gạch,gạch
坩,kham,kham
坪,bình,bình
坫,điếm,điếm
坭,nơi,nơi nê
坮,đài,đài thai
坯,bôi,bôi khôi phôi hoại
坰,quynh,quynh
坱,dưỡng,dưỡng ương
坳,ao,ao
坴,lục,lục
坵,gò,gò khâu khưu
坷,kha,kha khả
坻,chì,chì chỉ trì để
坼,sách,sách
坿,phụ,phụ
垂,thùy,thùy
垃,lắp,lắp lạp lập
垄,lũng,lũng
垅,lũng,lũng
垆,lò,lò
垉,bàu,bàu
型,hình,hình
垌,đồng,đồng
垒,luỹ,luỹ
垓,gay,gay cai giai
垔,nhân,nhân yên
垕,hậu,hậu
垗,triệu,triệu
垚,nghiêu,nghiêu
垛,đóa,đóa
垜,đóa,đóa
垝,qụy,qụy qủy
垞,xá,xá
垠,hằn,hằn ngân ngần
垡,phiệt,phiệt phạt
垢,cáu,cáu cấu
垣,viên,viên
垤,điệt,điệt
垦,khẩn,khẩn
垧,quynh,quynh thưởng
垩,ác,ác
垫,điếm,điếm
垭,ác,ác
垮,khoai,khoai
垲,khải,khải
垵,ang,ang
垹,bựng,bựng
垻,bá,bá
埀,thùy,thùy
埁,gậm,gậm
埂,ghềnh,ghềnh
埃,ai,ai
埆,xác,xác
埇,thõng,thõng dõng dũng
埈,thọa,thọa tuấn thoạ
埋,mai,mai man
埌,lãng,lãng
城,thành,thành giàm
埏,diên,diên duyên thiên
埒,liệt,liệt
埓,liệt,liệt
埔,bộ,bộ phố
埕,chĩnh,chĩnh
埗,phụ,phụ
埘,thì,thì
埙,ven,ven
埚,oa,oa
埜,dã,dã
埝,nấm,nấm niệm
域,vực,vực
埠,phụ,phụ
埡,ác,ác ổ
埣,giót,giót
埤,bi,bi bì tỳ
埦,ỏan,ỏan uyển
埧,cụ,cụ
埩,chĩnh,chĩnh
埬,đống,đống
埭,đại,đại
埮,vịm,vịm
埯,ang,ang
埰,thái,thái thải
埳,khảm,khảm
埴,thực,thực
埵,đóa,đóa đỏa
埶,đệm,đệm nghệ thế
執,chấp,chấp
埸,dịch,dịch
培,bồi,bồi bẫu bậu
基,cơ,cơ
埼,kỳ,kỳ
埽,tảo,tảo
堀,quật,quật
堂,đường,đường đàng
堃,khôn,khôn
堄,nghê,nghê nhị
堅,kiên,kiên
堆,đôi,đôi đồi
堇,ngẩn,ngẩn
堈,ang,ang cang cương hang cong
堉,dục,dục
堊,ác,ác
堋,bằng,bằng
堌,cố,cố cổ
堑,tiệm,tiệm
堕,huy,huy đọa đoạ
堙,nhân,nhân
堝,oa,oa qua
堞,điệp,điệp
堠,hậu,hậu
堡,bảo,bảo
堤,đê,đê đề
堦,giai,giai
堧,nhuyên,nhuyên
堪,kham,kham
堭,hòang,hòang
堯,nghiêu,nghiêu
堰,yển,yển
報,báo,báo
堲,tức,tức
場,trường,trường tràng
堵,đổ,đổ chá
堷,om,om
堺,giới,giới
堽,cương,cương
堿,dảm,dảm kiềm kiểm thiêm
塀,bính,bính
塁,lỗi,lỗi luật lũy
塊,khối,khối
塋,doanh,doanh oanh
塌,tháp,tháp
塏,khải,khải
塐,tố,tố
塑,tố,tố
塒,thì,thì
塔,tháp,tháp đáp đắp
塕,ổng,ổng
塗,đồ,đồ trà độ
塘,đường,đường
塙,sác,sác xác
塚,trũng,trũng trủng trung
塞,tắc,tắc tái
塟,táng,táng
塡,chấn,chấn trấn trần điền điễn
塢,ổ,ổ
塤,ven,ven huân
塩,diêm,diêm
填,điền,điền trấn trần
塲,tràng,tràng trường
塳,vùng,vùng
塵,trần,trần
塹,tiệm,tiệm tạm
塼,chuyên,chuyên
塾,thục,thục
塿,lâu,lâu lũ
墀,trì,trì
墁,mạn,mạn
境,cảnh,cảnh
墅,thự,thự dã
墆,đai,đai
墈,khám,khám
墉,dong,dong dung
墊,điếm,điếm điệp
墍,kí,kí ký
墐,cận,cận
墓,mộ,mộ
墖,tháp,tháp
増,tăng,tăng
墙,tường,tường
墜,trụy,trụy truỵ
墝,khao,khao nghiêu sao xao
增,tăng,tăng
墟,hư,hư khư vò
墠,thiện,thiện
墤,đồi,đồi
墦,phiền,phiền
墨,mặc,mặc
墩,đôn,đôn
墫,chôn,chôn tôn
墮,đọa,đọa huy đoạ
墰,đàm,đàm
墳,phần,phần bổn phẫn
墺,áo,áo úc
墻,tường,tường
